sl	movie_name	imdb_id	file_name	file_format	how_parsed	parse_status	file_location	attributes	CSM id
347	Gamer	tt1034032	gamer.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2c1ce848-11fb-48d2-8a35-d7f6eeffe1cc
348	Gandhi	tt0083987	gandhi.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a9cdfd69-fa62-41ef-983c-b62084dae70a
349	Gang Related	tt0118900	gang_related.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
350	Gangs of New York	tt0217505	gangs_of_new_york.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	19d8091c-e318-4404-8b0e-61cc722ad2b8
351	Garden State	tt0333766	garden_state.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	02b39bbf-469b-4ed1-a489-f0df3c3697fd
352	Gattaca	tt0119177	gattaca.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	cdf74f29-a116-4842-b2ce-60c5c1865b0b
353	Get Low	tt1194263	get_low.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	622ac220-fd53-42a1-b632-c7b3578d6c32
354	Get Shorty	tt0113161	get_shorty.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ea7b5145-38fb-4717-a891-2b54c1ea5f53
355	Getaway, The	tt0068638	getaway_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
355	Getaway, The	tt0068638	getaway_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
356	Ghost	tt0099653	ghost.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f21998ac-dc52-485e-bbce-feb083139ebe
357	Ghost and the Darkness, The	tt0116409	ghost_and_the_darkness_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
357	Ghost and the Darkness, The	tt0116409	ghost_and_the_darkness_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
358	Ghost Rider	tt0259324	ghost_rider.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4334a4c5-38a5-4556-a681-8db4d50696e6
359	Ghost Ship	tt0288477	ghost_ship.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	9d26d178-5216-40ae-baf9-c618d6b8ea71
360	Ghost World	tt0162346	ghost_world.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/ghost-world
361	Ghostbusters II	tt0097428	ghostbusters.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f79efdd5-ccf0-4a1f-916f-a715e7a91b15
362	Ghostbusters II	tt0097428	ghostbusters_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f79efdd5-ccf0-4a1f-916f-a715e7a91b15
363	Ginger Snaps	tt0210070	ginger_snaps.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5658f7b2-ebc1-4d00-b129-123dfe94532a
364	Girl with the Dragon Tattoo, The	tt1568346	girl_with_the_dragon_tattoo_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3dd0624f-4db1-48d2-8b38-1d7736d36613
365	Gladiator	tt0172495	gladiator.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	67b5f0bd-50fb-4eea-a35e-f8ac8f706c4f
366	Glengarry Glen Ross	tt0104348	glengarry_glen_gross.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
367	Go	tt0139239	go.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2575b43c-ff88-4fcc-bee8-8e00863f39cc
368	Godfather, The	tt0068646	godfather.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/the-godfather
369	Godfather	tt0071562	godfather_part_ii.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/the-godfather-part-ii
370	Godfather	tt0099674	godfather_part_iii_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/the-godfather-part-iii
371	Gods and Monsters	tt0120684	gods_and_monsters.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
372	Godzilla	tt0120685	godzilla.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	86eda3f0-efcf-42cc-a93b-42b6a0cc0579
373	Gone in Sixty Seconds	tt0187078	gone_in_60_seconds.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	abe8cdf7-f483-4f6d-8954-e008a675e0d0
374	Goodfellas	tt0099685	good_fellas.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/goodfellas
375	Good Girl, The	tt0279113	good_girl_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	46c87878-8589-4cb3-9a77-00c79b42384a
376	Good Will Hunting	tt0119217	good_will_hunting.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6296d153-12d3-4d7b-be6f-0115c79d26bc
377	Graduate, The	tt0061722	graduate_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4b832ca0-625b-443c-95d9-feb14425a807
378	Gran Torino	tt1205489	gran_torino.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6546d928-9818-46b1-95ee-9dc18860f095
379	Grand Hotel	tt0022958	grand_hotel.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
380	Grand Theft Parsons	tt0338075	grand_theft_parsons.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
381	Grapes of Wrath, The	tt0032551	grapes_of_wrath_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	fa6de840-a52a-4ffc-8500-c4089022ae99
382	Gravity	tt1454468	gravity.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	342f1075-b938-44b1-9067-47f3402e06a2
383	Green Mile, The	tt0120689	green_mile_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3c707130-7601-477b-b2b9-552d6978634e
384	Gremlins	tt0087363	gremlins.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	989dc7b6-43c2-4bc9-a17e-8d93194bd25e
385	Gremlins 2	tt0099700	gremlins_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5e877be8-1123-4738-b041-7c71045ceb0b
386	Grosse Pointe Blank	tt0119229	grosse_point_blank.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	66102b35-d9b6-4bec-b0f9-e40df4a85ebf
387	Grosse Pointe Blank	tt0119229	grosse_pointe_blank.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	66102b35-d9b6-4bec-b0f9-e40df4a85ebf
388	Groundhog Day	tt0107048	groundhog_day.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	40d36a35-bfe3-4101-8fa8-dd2fa5394813
389	Grudge, The	tt0391198	grudge_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/the-grudge
390	Hackers	tt0113243	hackers.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bf9521d0-f430-45da-b533-339d7237c423
391	Hall Pass	tt0480687	hall_pass.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/hall-pass
392	Halloween	tt0077651	halloween.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	08d7cb6a-9bb1-4cbd-bda0-ce4985c23ac0
393	Halloween	tt0113253	halloween_6_the_curse_of_michael_myers_halloween_666_the_origin_of_michael_myers.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
394	Hancock	tt0448157	hancock.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	98c5d1a8-a969-4067-bc16-063460896f88
395	Hangover, The	tt1119646	hangover_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	32447d35-7ca0-42b7-ace1-aa88ef3852e3
396	Hannah and Her Sisters	tt0091167	hannah_and_her_sisters.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	51ce785b-9786-4c9a-93ac-1836528d4801
397	Hannibal	tt0212985	hannibal__mamet.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3d643146-1a0b-4164-9f5b-47f8d4c6db63
398	Hannibal	tt0212985	hannibal__zaillian.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3d643146-1a0b-4164-9f5b-47f8d4c6db63
399	Happy Birthday, Wanda June	tt0067180	happy_birthday_wanda_june.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
400	Happy Campers	tt0210094	happy_campers.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
401	Happy Feet	tt0366548	happy_feet.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8db6f7a6-90b5-47c6-b163-5c53e1b19ef8
402	Hard Day's Night, A	tt0058182	hard_days_night_a.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/a-hard-days-night
403	Hard Rain	tt0120696	hard_rain.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
404	Harold & Kumar Go to White Castle	tt0366551	harold_and_kumar_go_to_white_castle.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/harold-kumar-go-to-white-castle
405	Haunting, The	tt0171363	haunting_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ba66b307-b70a-4819-a2bc-50f87104b274
406	Heat	tt0113277	heat.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e6f7949e-f18c-4b7e-a8bd-f6aec8af242f
407	Heathers	tt0097493	heathers.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2d0a1e21-81ed-4778-a620-4de744eb13f0
408	Heavenly Creatures	tt0110005	heavenly_creatures.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	93c53f98-ae55-45ad-85e3-2ba4bd027bf0
409	Heist	tt0252503	heist.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	34b318f6-3c85-4f4e-85f2-111a57dcea80
410	Hellbound	tt0095294	hellbound_hellraiser_ii.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
411	Hellboy	tt0167190	hellboy.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0767076c-6012-4a42-9530-1f7266950b3c
412	Hellraiser	tt0093177	hellraiser.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5243812a-9d79-4d66-8333-74c04e082c90
413	Hellraiser III	tt0104409	hellraiser_3_hell_on_earth.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
414	Help, The	tt1454029	help_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	873d8d98-9ce4-4b5f-af28-6c1ba6580499
415	Henry Fool	tt0122529	henry_fool.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
416	Henry's Crime	tt1220888	henrys_crime.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	b91a524a-4084-477a-9a78-3a847fe505a7
417	Hero	tt0104412	hero.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
418	He's Just Not That Into You	tt1001508	hes_just_not_that_into_you.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	441a9c5b-5c2b-4eb4-b9b2-c7404f17ddbd
419	Hesher	tt1403177	hesher.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	9a415286-7a86-4a9b-949d-dc33f6e87659
420	Hider in the House	tt0097503	hider_in_the_house.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
421	High Fidelity	tt0146882	high_fidelity.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	cd99374a-144f-4107-ad02-cf83c62ee390
422	Highlander	tt0091203	highlander.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	707b7b1c-87f4-425f-8f31-55446c79fa3b
423	Hills Have Eyes, The	tt0454841	hills_have_eyes_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	67639edc-2c34-421b-b9e7-1d788cb5e966
424	His Girl Friday	tt0032599	his_girl_friday.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1270d608-dd85-4670-8f29-237cc06607ea
425	Hitchhiker's Guide to the Galaxy, The	tt0371724	hitchhikers_guide_to_the_galaxy_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8c5c6277-1785-40dd-b87c-75695726396e
426	Hollow Man	tt0164052	hollow_man.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c2b59ef2-a306-4ed2-a3fb-d61ba65de082
427	Honeydripper	tt0829193	honeydripper.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
428	Hope and Glory	tt0093209	hope_and_glory.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
429	Horrible Bosses	tt1499658	horrible_bosses.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d706d651-94e0-4d56-a2d7-b96c6cfcd2d6
430	Horse Whisperer, The	tt0119314	horse_whisperer_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	98f85f31-8a47-4e5d-b27e-41dee986193d
431	Hospital, The	tt0067217	hospital_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
432	Hostage	tt0340163	hostage.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bf63ef34-759b-41fc-b29c-c0fa0df7b0f3
433	Hot Tub Time Machine	tt1231587	hot_tub_time_machine.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/hot-tub-time-machine
434	Hotel Rwanda	tt0395169	hotel_rwanda.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	67791920-1ae7-4159-a22a-4c8e5c60ccb5
435	House of 1000 Corpses	tt0251736	house_of_1000_corpses.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
436	House on Haunted Hill	tt0185371	house_on_haunted_hill.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
437	How to Lose Friends & Alienate People	tt0455538	how_to_lose_friends_and_alienate_people.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/how-to-lose-friends-alienate-people
438	How to Train Your Dragon	tt0892769	how_to_train_your_dragon.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bb9868c3-6e67-4b1c-a693-04f78af29eb5
439	How to Train Your Dragon 2	tt1646971	how_to_train_your_dragon_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2a80242e-17ab-42d1-8ef5-d8d425f3412e
440	Hudsucker Proxy, The	tt0110074	hudsucker_proxy_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
440	Hudsucker Proxy, The	tt0110074	hudsucker_proxy_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
441	Human Nature	tt0219822	human_nature.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
442	Hunt for Red October, The	tt0099810	hunt_for_red_october_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0ff86e7f-a567-416c-b48c-a193e7431348
443	Hustler, The	tt0054997	hustler_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	79964c98-aaca-46f9-80ed-ca03103217ac
444	Am Number Four, I	tt1464540	i_am_number_four.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	11134caa-9ca2-4945-8ce3-1c859e5f09d4
445	Am Sam, I	tt0277027	i_am_sam.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	60a84b4f-8551-4857-b1f0-da2ef52d779a
446	Love You Phillip Morris, I	tt1045772	i_love_you_phillip_morris.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d41c8334-4b63-4e33-9bb4-c081827b2b86
447	I, Robot	tt0343818	i_robot.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a18d8c12-f9c1-4238-9493-2db5aa16552e
448	Spit on Your Grave, I	tt1242432	i_spit_on_your_grave.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
449	Still Know What You Did Last Summer, I	tt0130018	i_still_know_what_you_did_last_summer.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7a43a3f6-7bdf-4ddc-a766-61ce5b0499b0
450	Walked with a Zombie, I	tt0036027	i_walked_with_a_zombie.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
451	Ice Storm, The	tt0119349	ice_storm_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0a978a27-e07d-4233-8bba-0cc5937b174d
452	Ides of March, The	tt1124035	ides_of_march_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ad1efe79-571e-4ef3-ab5a-0336e784b800
453	I'll Do Anything	tt0110097	ill_do_anything.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
454	In the Bedroom	tt0247425	in_the_bedroom.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6cf05da0-8bbe-44ea-9a3e-3da2865610ae
455	In the Loop	tt1226774	in_the_loop.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
456	Inception	tt1375666	inception.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3043640c-0c61-472f-9912-07464a04a8c5
457	Independence Day	tt0116629	independence_day.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bc89d2a6-a77f-48d2-92be-bbf0e9d406af
458	Indiana Jones and the Last Crusade	tt0097576	indiana_jones_and_the_last_crusade.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	aafd9b2a-6e6b-41e6-a770-afe828fcfe35
459	Raiders of the Lost Ark	tt0082971	indiana_jones_and_the_raiders_of_the_lost_ark.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/indiana-jones-and-the-raiders-of-the-lost-ark
460	Indiana Jones and the Temple of Doom	tt0087469	indiana_jones_and_the_temple_of_doom.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2756bdb2-d6f0-4b8f-a465-328df47777d4
461	Inglourious Basterds	tt0361748	inglourious_basterds.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c9512b4e-daf7-4779-83a6-28c2c5d45c08
462	Insider, The	tt0140352	insider_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a51c3474-7c05-4f25-94a6-75c23684ac2d
463	Insidious	tt2226417	insidious.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	716af2a9-6d2e-49eb-bec3-e889f0d00996
464	Insomnia	tt0278504	insomnia.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	978e3cec-7230-40da-8ea2-900aed80b33f
465	Interstellar	tt0816692	interstellar.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bc79a260-b455-4c14-bdb8-91a06478b7c7
466	Interview with the Vampire	tt0110148	interview_with_the_vampire.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/interview-with-the-vampire
467	Into the Wild	tt0758758	into_the_wild.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0cc34eab-654a-4907-b8e9-8ed9560c9b34
468	Intolerable Cruelty	tt0138524	intolerable_cruelty.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a022f56d-6bcd-4114-9a4b-e77a70e99acc
469	Inventing the Abbotts	tt0119381	inventing_the_abbotts.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
470	Invention of Lying, The	tt1058017	invention_of_lying_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f9bd1d5b-5bf1-4eb6-b60e-c749e5099db1
471	Invictus	tt1057500	invictus.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1e91b829-1dad-4564-82dc-456f70e0a710
472	Island, The	tt0399201	island_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/the-island
473	Isle of the Dead	tt0037820	isle_of_the_dead.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
474	Italian Job, The	tt0317740	italian_job_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	931ab454-9fee-4374-9e48-d1125505ddd8
475	It's a Wonderful Life	tt0038650	its_a_wonderful_life.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f3218066-fb98-40b9-8912-dac5fecbc39e
476	It's Complicated	tt1230414	its_complicated.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2cb73652-64db-42cb-b4c1-073c0b1e5a24
477	Jackie Brown	tt0119396	jackie_brown.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	27425701-5127-4ac3-9039-8a03040eb62f
478	Jason X	tt0211443	jason_x.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
479	Jaws	tt0073195	jaws.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/jaws
480	Jaws 2	tt0077766	jaws_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	73298d22-059b-439c-b668-19fda4193df4
481	Jay and Silent Bob Strike Back	tt0261392	jay_and_silent_bob_strike_back.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	582cbdde-8c6f-4d6f-9e47-11450d5ec6b1
482	Jennifer Eight	tt0104549	jennifer_eight.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
483	Jennifer's Body	tt1131734	jennifers_body.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	493d6b3a-1fce-4668-8558-11b61ebfce68
484	Jerry Maguire	tt0116695	jerry_maguire.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	91c86d3d-9900-4f1f-9ed4-4c052f25bbf3
485	Jeux interdits	tt0043686	jeux_interdits.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
486	JFK	tt0102138	jfk.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/jfk
487	Jimmy and Judy	tt0425151	jimmy_and_judy.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
488	John Q	tt0251160	john_q..txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	44eeaa07-1eb4-4f61-8f06-0246bd1bba71
489	Judge Dredd	tt0113492	judge_dredd.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	69fc87f8-c109-4f47-89d4-6740d41abc0a
490	Juno	tt0467406	juno.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4fa16d68-93d3-48b0-8dd9-b6772f1b2349
491	Jurassic Park	tt0107290	jurassic_park.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	35b6b6d7-0c78-4136-85a2-f3a2d97bbe86
492	Jurassic Park III	tt0163025	jurassic_park_3.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8df99ed1-3c09-414c-ba2e-aef23319bd69
493	Lost World	tt0119567	jurassic_park_the_lost_world.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6ec78e97-19a5-498e-b2cc-55da3423ff4e
494	Kafka	tt0102181	kafka.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
495	Kalifornia	tt0107302	kalifornia.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e574a8d5-946d-4eb3-bcf7-7a4644158fbb
496	Kate & Leopold	tt0035423	kate_and_leopold.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/kate-and-leopold
497	Kids	tt0113540	kids.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
498	Kids Are All Right, The	tt0842926	kids_are_all_right_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ef09c663-82c4-42d5-8a07-635d7229e7d1
499	Kill Bill	tt0266697	kill_bill_volume_1_and_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d028cb2a-ecbd-4d19-876b-b3923114b473
500	Killing Zoe	tt0110265	killing_zoe.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
501	Kingdom, The	tt0431197	kingdom_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	50d9c33d-7c8d-46d2-96f1-281924fdf528
502	King's Speech, The	tt1504320	kings_speech_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6ef60a6d-a24a-45fc-8c39-48a1c8c34033
503	Klute	tt0067309	klute.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
504	Knocked Up	tt0478311	knocked_up.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/knocked-up
505	Kramer vs. Kramer	tt0079417	kramer_vs_kramer.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ecdb438d-9549-4c1b-9501-c8a474890e57
506	Kundun	tt0119485	kundun.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
507	Kung Fu Panda	tt0441773	kung_fu_panda.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0300dec2-5062-4601-8fdc-21f734bcfa51
508	L.A. Confidential	tt0119488	l.a._confidential.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a9d22fab-10fc-4795-b1aa-28975793cc50
509	Ladykillers, The	tt0335245	ladykillers_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3cbc2deb-3905-43f9-909e-2e85d1722f8a
510	Land of the Dead	tt0418819	land_of_the_dead.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c61c45f8-42b3-4573-a772-268dcab35dad
511	Larry Crowne	tt1583420	larry_crowne.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	18ad416b-361d-4956-b1cd-79e45a80e547
512	Last Boy Scout, The	tt0102266	last_boy_scout_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
513	Last Chance Harvey	tt1046947	last_chance_harvey.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	77ab6d30-3358-44e8-aa39-32d48ee215f6
